"path","id","title","summary","owner","tag_groups","tags","llm_include","llm_pii","entities"
"EasyWay_WebApp/02-logiche-easyway.md","ew-02-logiche-easyway","02 logiche easyway","","","privacy;language;layer","layer/reference;privacy/internal;language/it","","",""
"EasyWay_WebApp/03_datalake_dev/easyway-dataportal-standard-accesso-storage-e-datalake-iam-and-naming.md","ew-easyway-dataportal-standard-accesso-storage-e-datalake-iam-and-naming","easyway dataportal standard accesso storage e datalake iam and naming","","","privacy;policy;language","policy/security;privacy/internal;language/it","","",""
"EasyWay_WebApp/03_datalake_dev/index.md","index","Indice","","","","","","",""
"EasyWay_WebApp/03-datalake-dev.md","ew-03-datalake-dev","03 datalake dev","","","privacy;language;layer","layer/reference;privacy/internal;language/it","","",""
"EasyWay_WebApp/04-accesso-registrazione-notifiche.md","ew-04-accesso-registrazione-notifiche","04 accesso registrazione notifiche","","","privacy;language;layer","layer/reference;privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/docs.md","ew-docs","docs","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/dinamiche-di-manutenzione.md","ew-dinamiche-di-manutenzione","dinamiche di manutenzione","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/endpoint.md","ew-endpoint","endpoint","","","privacy;language;layer","layer/how-to;privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/ENDPOINT/endp-001-get-api-config.md","ew-endp-001-get-api-config","endp 001 get api config","","","privacy;audience;language;artifact;layer;domain","domain/webapp;layer/reference;artifact/endpoint;audience/dev;privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/ENDPOINT/endp-001a-get-api-config-da-db.md","ew-endp-001a-get-api-config-da-db","endp 001a get api config da db","","","privacy;audience;language;artifact;layer;domain","domain/webapp;layer/how-to;artifact/endpoint;audience/dev;privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/ENDPOINT/endp-002-get-api-branding.md","ew-endp-002-get-api-branding","endp 002 get api branding","","","privacy;audience;language;artifact;layer;domain","domain/webapp;layer/reference;artifact/endpoint;audience/dev;privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/ENDPOINT/endp-003-get-crud-api-users.md","ew-endp-003-get-crud-api-users","endp 003 get crud api users","","","privacy;audience;language;artifact;layer;domain","domain/webapp;layer/reference;artifact/endpoint;audience/dev;privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/ENDPOINT/index.md","index","Indice","","","","","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/ENDPOINT/template-endpoint.md","ew-template-endpoint","template endpoint","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/ENDPOINT/template-endpoint/come-si-testa.md","ew-come-si-testa","come si testa","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/gestione-log-and-policy-dati-sensibili.md","ew-gestione-log-and-policy-dati-sensibili","gestione log and policy dati sensibili","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/gestione-log-and-policy-dati-sensibili/automazione-export-log-su-datalake-e-compliance.md","ew-automazione-export-log-su-datalake-e-compliance","automazione export log su datalake e compliance","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/gestione-log-and-policy-dati-sensibili/logging-conversational-ready-agent-aware.md","ew-logging-conversational-ready-agent-aware","logging conversational ready agent aware","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/index.md","index","Indice","Breve descrizione del documento.","team-api","privacy;language;layer","layer/reference;privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/policy-api-store-procedure-easyway-data-portal.md","ew-policy-api-store-procedure-easyway-data-portal","policy api store procedure easyway data portal","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/step-1-setup-ambiente.md","ew-step-1-setup-ambiente","step 1 setup ambiente","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/step-1-setup-ambiente/create-json.md","ew-create-json","create json","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/STEP-2-—-Struttura-src-e-primi-file.md","ew-step-2-—-struttura-src-e-primi-file","STEP 2 — Struttura src e primi file","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/step-2-struttura-src-e-primi-file/conversational-and-agent-aware-ready.md","ew-conversational-and-agent-aware-ready","conversational and agent aware ready","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/STEP-3-—-Gestione-configurazioni-(YAML-+-DB).md","ew-step-3-—-gestione-configurazioni-(yaml-+-db)","STEP 3 — Gestione configurazioni (YAML + DB)","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/step-4-query-dinamiche-locale-datalake.md","ew-step-4-query-dinamiche-locale-datalake","step 4 query dinamiche locale datalake","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/step-4-query-dinamiche-locale-datalake/query-in-src-queries.md","ew-query-in-src-queries","query in src queries","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/step-5-validazione-avanzata-dati-in-ingresso.md","ew-step-5-validazione-avanzata-dati-in-ingresso","step 5 validazione avanzata dati in ingresso","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway_portal_api/step-5-validazione-avanzata-dati-in-ingresso/validazione-avanzata.md","ew-validazione-avanzata","validazione avanzata","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway-portal-api.md","ew-easyway-portal-api","easyway portal api","","","privacy;language;layer","layer/reference;privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/easyway-portal-frontend.md","ew-easyway-portal-frontend","easyway portal frontend","","","privacy;language;layer","layer/architecture;privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/iac.md","ew-iac","iac","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/index.md","ew-index","index","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/qa-setup-and-test-locale.md","ew-qa-setup-and-test-locale","qa setup and test locale","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/readme.md","ew-readme","readme","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05_codice_easyway_portale/scripts.md","ew-scripts","scripts","","","privacy;language",";privacy/internal;language/it","","",""
"EasyWay_WebApp/05-codice-easyway-portale.md","ew-05-codice-easyway-portale","05 codice easyway portale","","","privacy;language;layer","layer/reference;privacy/internal;language/it","","",""
"EasyWay_WebApp/06-frontend-architecture.md","ew-06-frontend-architecture","06 frontend architecture","","","privacy;language;layer","layer/architecture;privacy/internal;language/it","","",""
"EasyWay_WebApp/07-iam-naming-utenti-gruppi.md","ew-07-iam-naming-utenti-gruppi","07 iam naming utenti gruppi","","","privacy;language;layer","layer/reference;privacy/internal;language/it","","",""
"EasyWay_WebApp/10-ai-agents.md","ew-10-ai-agents","10 ai agents","","","privacy;language;layer","layer/concept;privacy/internal;language/it","","",""
"easyway-webapp.md","easyway-webapp","EasyWay Data Portal - Visione e Fondamenti","Visione, principi Why/How/What e benefici chiave della piattaforma EasyWay Data Portal.","team-docs","privacy;language","vision;why;how;what;presentazione;overview;multi-tenant;ai;ams;conversational;privacy/internal;language/it","","",""
"entities-index.md","ew-entities-index","Entities Index","Indice delle entità dichiarate in entities.yaml, raggruppate per categoria.","team-docs","language","catalog;language/it","","",""
"INDEX.md","index","Indice Globale","","","","","","",""
"LLM_READINESS_CHECKLIST.md","ew-llm_readiness_checklist","LLM READINESS CHECKLIST","","","privacy;language",";privacy/internal;language/it","","",""
"scripts/scripts.md","ew-scripts","Scripts - One‑shot e routine frequenti","Comandi ricorrenti per rigenerare indici, manifest, ancore e chunk, eseguire lint e review, e loggare le attività.","team-docs","language;layer","layer/how-to;automation;language/it","","",""
"TODO_CHECKLIST.md","ew-todo_checklist","TODO CHECKLIST","","","privacy;language",";privacy/internal;language/it","","",""
"wiki-uniformamento-roadmap.md","wiki-uniformamento-roadmap","Roadmap Uniformamento Wiki secondo docs-conventions","Piano pratico e incrementale per riscrivere e uniformare l'intera wiki secondo le convenzioni, con fasi, strumenti, responsabilità e criteri di accettazione.","team-docs","language","roadmap;quality;documentation;governance;ai-readiness;language/it","","",""
